Title_alternate|Contributor_1_name|Contributor_1_type|Contributor_1_role|Contributor_2_name|Contributor_2_type|Contributor_2_role|Contributor_3_name|Contributor_3_type|Contributor_3_role|Description|Subject|ETC_fileName|ETC_Note|Dimensions|Source|Coverage_periodName|ETC_AltId
FOOTBALL - Men|John Harvey|CorporateName|Photographer||NULL|illustrator||NULL|illustrator|Back Row (left to right):  F.D. Tweedie, L.P.D. Tilley, A.G. Blair, Jr., S.A.M. Skinner, J.V. Ellis, Jr., S. Campbell <P>$Middle Row (left to right):  F.L. Christie (Capt.), S.S. Skinner, Charles B. Appleby (Secretary), Dr. Dyde (Umpire), R.R. Rankine (Mgr.), W.B. Mowatt, C. St. C. Skinner <P>$Front Row (left to right):  A.G. Harrison, L.L. Street <P>$Matte captions by "H.A. Cropley, Printer."  Prior to 1949 the term" football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Tweedie,  F.D.$Tilley,  L.P.D.$Blair,  Jr.,  A.G.$Skinner,  S.A.M.$Ellis,  Jr.,   J.V.$Campbell,  S.$Christie,  F.L.$Skinner,  S.S.$Appleby,  Charles B.$Dyde,  Dr.$Rankine,  R.R.$Mowatt,  W.B.$Skinner,  C. St. C.$Harrison,  A.G.$Street,  L.L.|148.tif|Conservation:  Faded, yellowed, slight stains on photo, large stains on matte$Framed:  17" x 14"|b&w:  14" x 10"|PE 148|1888-1889|148
FOOTBALL - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back row (left to right):  Kenneth P. MacKenzie (Full Back), H. Dayton Squires (Forward), Charles A. Jewett (Forward), John D.B. Harrison (Forward), Otto V.B. Miller (Half) <P>$Third row (left to right):  Lorne R. Whittaker (Forward), Norman D. Cass (Forward), Daniel W. Jamer (Forward), A.C. Ackerley (Forward), John E. Babbitt (Forward), Johnson B. Sargent <P>$Second row (left to right):  Kenneth McL. Willet (Quarter), H. Harrison Trimble (Half), R. Kenneth Wills (Mgr.), Ernest G. Saunders (Capt.), C.H. Cochrane (Coach), Bernard H. Hagerman (Half), W.H. Haines (Half) <P>$Front row (left to right):  Bert I. Burgess (Quarter), Leo F. Cain (Quarter), William L. Lounsbury (Quarter) <P>$Absent: W. Whitney Stevens (Half) <P>$Shown with football.  Identification includes name of player's position.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|McKenzie,  Kenneth P.$Squires,  H. Dayton$Jewett,  Charles A.$Harrison,  John D.B.$Miller,  Otto V.B.$Whittaker,  Lorne R.$Cass,  Norman D.$Jamer,  Daniel W.$Ackerley,  A.C.$Babbitt,  John E.$Sargent,  Johnson B.$Willet,  Kenneth McL.$Trimble,  H. Harrison$Wills,  R. Kenneth$Sauders,  Ernest G.$Cochrane,  C.H.$Hagerman,  Bernard H.$Haines,  W.H.$Burgess,  Bert I.$Cain,  Leo F.$Lounsbury,  William L.|151.tif|Conservation:  several minor abrasions on photo; matte stained$Glass:  yes$Framed:  20.5" x 18"|b&w:  12" x 9"|PE 151|1920-1921|151
FOOTBALL - Men|L. Smith|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  A.M. Brewer (forward), J.F. Duguay (forward), D. Kerr McLeod (forward), R.M. Murray (forward) <P>$Third Row (left to right):  George P. Melrose (forward), H. Parker (forward), Gregory T. Feeney (Manager), John B. Alexander (forward), Charles A. Jewett (forward) <P>$Second Row (left to right):  Frederick J. Patterson (forward), Kenneth R. Machum (half), E. McLellan Balkam (half), Harold B. Murray (Capt., half), Audrey P. Murphy (half), Cortland D. Otty (full back), Alfred S. Veniot (forward) <P>$Front Row (left to right):  J.C. McFadgen (quarter), Frank J. MacGibbon (quarter), Otis E. Bender (quarter) <P>$Absent from photo:  Clarence E. Maimann and Harry S. Laughlin <P>$Identification includes name of player's position.  Shown with football with "'13."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Brewer,  A.M.$Duguay,  J.F.$McLeod,  D.K.$Murray,  R.M.$Melrose,  G.P.$Parker,  H.$Feeney,  Gregory T.$Alexander,  John B.$Jewett,  Charles A.$Patterson,  Frederick J.$Machum,  Kenneth R.$Balkam,  E. McLellan$Murray,  Harold B.$Murphy,  Audrey P.$Otty,  Cortland D.$Veniot,  Alfred S.$Maimann,  Clarence E.$McFadgen,  J.C.$MacGibbon,  Frank J.$Bender,  Otis E.$Laughlin,  Harry S.|154.tif|Conservation:  photo slightly stained and scratched.  Matte slightly stained$Glass:  yes$Framed:  25" x 21"|b&w:  13" x 10"|PE 154|1912-1913|154
FOOTBALL - Men|Harvey Studio|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Top Row (left to right):  W. Gordon Jones, Ralph E. Secord (Capt.), G.F. Gregory Bridges (Coach), John L. Holman (Mgr.), Guy D. Scovil <P>$Second Row (left to right):  G.F. MacPhail, J.C. Sterling, J. Fred Reid, Paul W. Fraser <P>$Third Row (left to right):  J.N. McCaffrey and H.D. Rogers <P>$Bottom Row (left to right):  William W. Donohoe, G.F. Kincaide, F. Cedric Woods, Thomas T. Odell, A.H. Sterling, John L. McLenahan <P>$Individual portraits are arranged around team photo on matte. Identification includes name of player's position.  "Champions Western Section Maritime Intercollegiate League Winning Permanent Possession Clark Trophy."  Clark Trophy and football with "'23" shown.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Jones,  W. Gordon$Secord,  Ralph E.$Bridges,  G.F. Gregory$Holman,  John L.$Scovil,  Guy D.$MacPhail,  G.F.$Sterling,  J.C.$Reid,  J. Fred$Fraser,  Paul W.$McCaffrey,  J.N.$Rogers,  H.D.$Donohoe,  William W.$Kincaide,  G.F.$Woods,  F. Cedric$Odell,  Thomas T.$Sterling,  A.H.$McLenahan,  John L.|155.tif|Number of Copies:  2$Conservation:  Copy 1:  several very small stains on matte$Matted:  Copy 1:  21.5" x 18"; Copy 2:  18.5" x 16"|b&w:  Copy 1:  12.5" x 4.5"; Copy 2:  12.5" x 10.5"|Copy 1:  PE 155-1; Copy 2:  PE 155-2|1923|155
FOOTBALL - Men|Geo. A. Burkhardt|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  A.J. Legere, Peter R. McLean, J.H. Thomas, H. Douglas, C.S.L. Coleman, A.J. Kerr, A.T. Crilly, J.S. Lenihan, D.C. Tabor <P>$Middle Row (left to right):  M.D. Coll, Angus T. Firth, J.R.C. Macredie (Capt.), W.H. Perley, John B. DeLong, E.J. Ryan <P>$Front Row (left to right):  Hugh J. Alward, H.S. Devlin, Ward H. Patterson <P>$Shown with football.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Legere,  A.J.$McLean,  Peter R.$Thomas,  J.H.$Douglas,  H.$Coleman,  C.S.L.$Kerr,  A.J.$Crilly,  A.T.$Lenihan,  J.S.$Tabor,  D.C.$Coll,  M.D.$Firth,  Angus T.$Macredie,  J.R.C.$Perley,  W.H.$DeLong,  John B.$Ryan,  E.J.$Alward,  Hugh J.$Devlin,  H.S.$Patterson,  Ward H.|159.tif|Conservation:  photo and matte are badly stained and discoloured.$Glass:  yes$Framed:  26.5" x 23"|b&w:  13.5" x 9.5"|PE 159|1900|159
FOOTBALL - Men|John Harvey|CorporateName|Photographer||NULL|illustrator||NULL|illustrator|Back Row (left to right):  L.L. Street, J.V. Ellis, Jr., S.S. Skinner, J.F. Stevenson (Mgr.), F.L. Christie, A.G. Blair, Jr., J.F. Hutchinson <P>$Middle Row (left to right):  C. St. C. Skinner, L.P.D. Tilley, Oscar Watson, S.W. Dyde (Umpire), S.A.M. Skinner, C.J. Milligan, E.W. McCready <P>$Front Row (left to right):  Alex McKenzie (Capt.), T.M. Dunaide <P>$Shown with football.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Street,  L.L.$Ellis,  Jr.,  J.V.$Skinner,  S.S.$Stevenson,  J.F.$Christie,  F.L.$Blair,  Jr.,  A.G.$Hutchinson,  J.F.$Skinner,  C. St. C.$Tilley,  L.P.D.$Watson,  Oscar$Dyde,  S.W.$Skinner,  S.A.M.$Milligan,  C.J.$McCready,  E.W.$McKenzie,  Alex$Dunaide,  T.M.|160.tif|Conservation:  Photo faded.  Matte torn and slightly stained$Glass:  yes$Framed:  17" x 15"|b&w:  14" x 10.5"|PE 160|1887-1888|160
FOOTBALL - Men|McLean|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  E. McLellan Balkalm, Harry S. Laughlin, Kenneth Vavasour, Church (Coach), Walter K. Willis, Harold B. Murray, Charles A. Jewett, Clarence E. Maimann <P>$Middle Row (left to right):  Harry Parker, Chas. R. Barry, G.P. Melrose, G.B. Dixon (Capt.), J.F. Duguay, W.P. Loggie (Mgr.), R.M. Murray <P>$Front Row (left to right):  Audrey P. Murphy, Frank J. MacGibbon, Frederick J. Patterson, J.T. Duke, J.C. McFadgen, Unknown, C.H. O'Halloran <P>$Absent from photo:  Charles V. Lynch <P>$Identification includes name of player's position.  Shown with ballwith "'12."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Balkalm,  E. McLellan$Laughlin,  Harry S.$Vavasour,  Kenneth$Church$Willis,  Walter K.$Murray,  Harold B.$Jewett,  Charles A.$Maimann,  Clarence E.$Parker,  Harry$Barry,  Chas. R.$Melrose,  G.P.$Dixon,  G.B.$Duguay,  J.F.$Loggie,  W.P.$Murray,  R.M.$Murphy,  Audrey P.$MacGibbon,  Frank J.$Patterson,  Frederick J.$Duke,  J.T.$McFadgen,  J.C.$O'Halloran,  C.H.|162.tif|Conservation:  lower edge of matte stained$Matted:  20" x 16"|b&w:  13.5" x 9.5"|PE 162|1911-1912|162
FOOTBALL - Men|Harvey|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Joseph P. Wood, E.R. Loggie, A.P.C. Belyea, F.C. Squires, William Woods, A.W. Gregory, W.F. Smith <P> $Middle Row (left to right):  C.W. Clark, H.G. Smith, Kenneth A. Dunphy, G.H. Dysart, Joseph C. Dever, G.H. Maxon <P>$Front Row (left to right):  Henry E. Hayward, J.D. McBeath (Capt.), Spencer W. Everett <P>$Identification includes name of player's position.  Shown with football with "'06."  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Wood,  Joseph P.$Loggie,  E.R.$Belyea,  A.P.C.$Squires,  F.C.$Woods,  William$Gregory,  A.W.$Smith,  W.F.$Clark,  C.W.$Smith,  H.G.$Dunphy,  Kenneth A.$Dysart,  G.H.$Dever,  Joseph C.$McBeath,  J.D.$Everett,  Spencer W.|163.tif|Conservation:  photo and matte stained and faded|b&w:  13.5" x 10.5"|PE 163|1905-1906|163
FOOTBALL - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Back Row (left to right):  A.G. Harrison, B.G. Baxter, B. Lemont, A.F. Street (Umpire), J.W. Wetmore (Referee), W.B. Mowatt (Field Capt.), Edgar P. Peake <P>$Middle Row (left to right):  H.T. McLeod, G. Day, L.L. Street (Capt.), C. McCollough, J.S. Campbell <P>$Front Row (left to right):  E.S. Ruel and F.D. Tweedie <P>$Shown with football.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Harrison,  A.G.$Baxter,  B.G.$Lemont,  B.$Street,  A.F.$Wetmore,  J.W.$Mowatt,  W.B.$Peake,  Edgar P.$McLeod,  H.T.$Day,  G.$Street,  L.L.$McCollough,  C.$Campbell,  J.S.$Ruel,  E.S.$Tweedie,  F.D.|164.tif|Conservation:  Photo and matte are badly damaged.  Photo is extremely faded.$Matted:  22" x 18"|b&w:  16" x 10.5"|PE 164|1891|164
FOOTBALL - Men|G.A. Burkhardt|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  H.B. Loggie, G.W.H. Perley, A.E.G. McKenzie, G.P.O. Fenwick (Mgr.), John B. DeLong, E.J. Ryan, Ward H. Patterson, W.G. Baskin <P>$Middle Row (left to right):  H. Lee P. Peters, Merville A. Oulton, P.B. Perkins (Capt.), J.S. Lenihan, Fred E. Jordan, W.O. Raymond <P>$Front Row (left to right):  A.J. Legere, H.S. Devlin, J.E. McCarthy, J.H. Thomas <P>$Photo and matte are separate, stored in same location. Identification is on matte.  Shown with football with "'02." Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Loggie,  H.B.$Perley,  G.W.H.$McKenzie,  A.E.G.$Fenwick,  G.P.O.$DeLong,  John B.$Ryan,  E.J.$Patterson,  Ward H.$Baskin,  W.G.$Peters,  H. Lee P.$Oulton,  Merville A.$Perkins,  P.B.$Lenihan,  J.S.$Jordan,  Fred E.$Raymond,  W.O.$Legere,  A.J.$Devlin,  H.S.$McCarthy,  J.E.$Thomas,  J.H.|165.tif|Conservation:  photo scratched and faded, matte faded$Matted:  19.5" x 16"|b&w:  13" x 9.5"|PE 165|1901|165
FOOTBALL - Men|Geo. A. Burkhardt|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  W.R. Brecken, Jack H.A.L. Fairweather, Austin J. Sweeney, N.P. McLeod, F.J. Bayfield <P>$Middle Row (left to right):  O.R. Peters, Frank A. Duston, T.V. Hunter, Duncan R. Arnold, W.J.R. Wilson, A.H. Green, Lyon McKenzie <P>$Front Row (from left to right):  F.P. Burden, George K. McNaughton (Capt.), S.L. Emerson <P>$Shown with football.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.$|Brecken,  W.R.$Fairweather,  Jack H.A.L.$Sweeney,  Austin J.$McLeod,  N.P.$Bayfield,  F.J.$Peters,  O.R.$Duston,  Frank A.$Hunter,  T.V.$Arnold,  Duncan R.$Wilson,  W.J.R.$Green,  A.H.$McKenzie,  Lyon$Burden,  F.P.$MacNaughton,  George K.$Emerson,  S.L.|166.tif|Number of Copies:  3$Conservation:  Copy 1:  photo badly scratched, matte stained and torn.  Copy 2:  upper edge creased.  Copy 3:  several abrasions, upper edge torn and creased$Glass:  Copy 1:  yes$Framed:  Copy 1:  26" x 22.5"|b&w:  All copies:  13.5" x 10"|Copy 1:  PE 166-1; Copy 2:  PE 166-2; Copy 3:  UA PC-16 NO-105 oversize|1897-1898|166
FOOTBALL - Men|Harvey|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  C.W. Clark, H. LeB. Peters, D.C. Tabor (Mgr.), J.D. McCarthy, A.P.C. Belyea, Fred E. Jordon <P>$Middle Row (left to right):  A.C. McKee, A.B. Logie, R. Malloy, A. Nalder, A.H. Barker, John B. DeLong, Roy C. Murphy <P>$Front Row (left to right):  B. Kinghorn, B. Jonah, Ward H. Patterson (Capt.), Frederick G. Goodspeed, J.H. Thomas <P>$Shown with football with "'03."  Identification includes name of player's position.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Clark,  C.W.$Peters,  H. LeB.$Tabor,  D.C.$McCarthy,  J.D.$Belyea,  A.P.C.$Jordon,  Fred E.$McKee,  A.C.$Logie,  A.B.$Malloy,  R.$Nalder,  A.$Barker,  A.H.$DeLong,  John B.$Murphy,  Roy C.$Kinghorn,  B.$Jonah,  B.$Patterson,  Ward H.$Goodspeed,  Frederick G.$Thomas,  J.H.|167.tif|Glass:  yes$Framed:  23.5" x 19.5"|b&w:  14" x 10.5"|PE 167|1902-1903|167
FOOTBALL - Men|Harvey|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  R.R. McLean, Gustav F. Kuhring, A.M. Brewer, D. Kerr McLeod, Harry S. Laughlin <P>$Third Row (left to right):  D.W. Griffiths, Charles A.$Jewett, Samuel R. Weston (Mgr.), R.M. Murray, T. Barker <P>$Second Row (left to right):  C.L Doherty, E. McLellan Balkam, A.P. Murphy, George P. Melrose (Capt.), Clarence E. Maiman, F.J. McGibbon, Otis E. Bender <P>$Front Row (left to right):  Arthur F. Vanwart, Clarence B. Burden, Cortland D. Otty <P>$Shown with football.  Identification includes initials of player's position.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Griffiths,  D.W.$Jewett,  Charles A.$Weston,  Samuel R.$Murray,  R.M.$Barker,  T.$Doherty,  C.L.$Balkam,  E. McLellan$Murphy,  A.P.$Melrose,  George P.$Maiman,  Clarence E.$McGibbon,  F.J.$Bender,  Otis E.$Vanwart,  Arthur F.$Burden,  Clarence B.$Otty,  Cortlan D.|168.tif|Number of Copies:  2$Conservation:  Copy 2:  matte slightly stained$Glass:  Copy 1:  yes$Framed:  Copy 1:  19.5" x 23.5"$Matted:  Copy 2:  19.5" x 16"|b&w:  Both Copies:  13.5" x 10.5"|Copy 1:  PE 168-1; Copy 2:  PE 168-2|1913-1914|168
FOOTBALL - Men|Harvey|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Ernest G. Saunders, Clarence E. Maimam, Gustav F. Kuhring, C.G. Marsters, C. Clifford Atkinson, R.R. McLean <P>$Third Row (left to right):  John E. Babbitt, Murray M. Baird, E.H. Salome Townsend, A.D. Campbell (Coach), H.B. DeVeber (Mgr.), Charles A. Jewett, Reginald B. Turner <P>$Second Row (left to right):  Cortland D. Otty, R. Melrose, Audrey P. Murphy, E. McLellan Balkam (Capt.), Brydone DeB. Millidge, Arthur F. VanWart <P>$Front Row (left to right):  F.J. McGibbon, Clarence B. Burden, A. Clarence Edgecombe, J.C. MacFadgen <P>$Shown with football and trophy.  "Intercollegiate Champions and Champions of Eastern Canada."  Identification includes initials of player's position.  One player has a leather helmet on his knee.  Scores of four games are shown.|Saunders,  Ernest G.$Maimam,  Clarence E.$Kuhring,  Gustav F.$Marsters,  C.G.$Atkinson,  C. Clifford$McLean,  R.R.$Babbitt,  John E.$Baird,  Murray M.$Townsend,  E.H. Salome$Campbell,  A.D.$DeVeber,  H.B.$Jewett,  Charles A.$Turner,  Reginald B.$Otty,  Cortland D.$Melrose,  R.$Murphy,  Audrey P.$Balkam,  E. McLellan$Millidge,  Brydone DeB.$VanWart,  Arthur F.$McGibbon,  F.J.$Burden,  Clarence B.$Edgecombe,  A. Clarence$MacFadgen,  J.C.|169.tif|Number of Copies:  2$Conservation:  Both copies:  matte slightly stained $Glass:  Copy 1:  yes$Framed:  Copy 1:  19.5" x 23.5"$Matted:  Copy 2: 19.5" x 15.5"|b&w:  Both Copies:  13.5" x 10.5"|Copy 1:  PE 169-1; Copy 2:  PE 169-2|1914-1915|169
FOOTBALL - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  G. Herbert Loane (Mgr), Harry M. Watson, T. Willis, Robert A. Cole, Malcolm, Jr. Mckay, Henry E. Ryan, John W. Morrison, C. Marquis, Lloyd N. Myers, Douglas B. Simpson, Alexander Baptist <P>$Front Row (left to right):  W. Gordon Simpson, W. Blake O'Brien, Stanley T. Spicer, Robert H.B. McLaughlin, Ralph A. Lockhart, Eric A. Bell, Arnold L. McAllister, Arthur C. Murray, Donald E. Elgee, William I. Spence <P> $Identification includes name of player's position.  Shown with football.  "N.B.-P.E.I. Champions."  Photo is slightly out of focus.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Loane,  G. Herbert$Watson,  Harry H.$Willis,  T.$Cole,  Robert A.$McKay,  Malcolm,  Jr.$Ryan,  Henry E.$Morrison,  John W.$Marquis,  C.$Myers,  Lloyd N.$Simpson,  Douglas B.$Baptist,  Alexander$Simpson,  W. Gordon $O'Brien,  W. Blake$Spicer,  Stanley T.$MacLaughlin,  Robert H.B. $Lockhart,  Ralph A.$Bell,  Eric A.$McAllister,  Arnold L.$Murray,  Arthur C.$Elgee,  Donald E.$Spence,  William I.|170.tif|Conservation:  lettering is smudged$Glass:  yes$Framed:  21" x 17"|b&w:  13.5" x 9.5"|PE 170|1941|170
FOOTBALL - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Back row (left to right): E.S. Ruel, W.A. Cowperthwaite, G. Cliff, A.G. Harrison, E.P. Peak, W. Kilpatrick, H.H. Hagerman, T.L. Simmons, C.H. Elliott<P>$Middle row (left to right): W.R. Day, C.E. McCullough, F.V. Green, Van B. Thorne, B.G. Baxter, F.G. Berton, F.C Walker<P>$Front row (left to right): A. Blackmore (Umpire), F.D. Tweedie<P>$Shown with football.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Ruel,  E.S.$Cowperthwaite,  W.A.$Cliff,  G.$Harrison,  A.G.$Peak,  E.P.$Kilpatrick,  W.$Hagerman,  H.H.$Simmons,  T.L.$Wlliott,  C.H.$Day,  W.R.$McCullough,  C.E.$Green,  F.V.$Thorne,  Van B.$Baxter,  B.G.$Berton,  F.G.$Walker,  F.C.$Blackmore,  A.$Tweedie,  F.D.|171.tif|Conservation:  Photo stained and faded$Glass:  yes$Framed:  23.5" x 20.5"|b&w:  14.5" x 9.5"|PE 171|1891-1892|171
FOOTBALL - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  [Bruce S.] Currie, W. Donald G. Stratton, Lawrence E. Dalzell, Elbert H. Hayes (Mgr.), Frederick G.C. Pearson, Leo F. Cain (Coach), Eric G. Fowler, [John L.] McLenahan, John A. MacMurray <P>$Middle Row (left to right):  J. Richards Petrie, William D. Richards, R.H. Chestnut, James A. Trites, Orlo E. Keene, Beverley F. MacAulay (Capt.), John D. Babbitt, Edward B. Goodspeed, Hickson, Jones <P>$Front Row (left to right):  Paul W. Doddridge, Jack A. Fowler, Stewart LeB. Bull, J. Alanson McNally <P>$Shown with MacTier trophy and football with "'27."  This print was made from a photo in the May, 1928 Brunswickan.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Currie,  [Bruce S.]$Stratton,  W. Donald G.$Dalzell,  Lawrence E.$Hayes,  Elbert H.$Pearson,  Frederick G.C.$Cain,  Leo F.$Fowler,  Eric G.$McLenahan,  [John L.]$MacMurray,  John A.$Petrie,  J. Richards$Richards,  William D.$Chestnut,  R.H.$Trites,  James A.$Keene,  Orlo E.$MacAulay,  Beverley F.$Babbitt,  John D.$Goodspeed,  Edward B.$Hickson$Jones$Doddridge,  Paul W.$Fowler,  Jack A.$Bull,  Stewart LeB.$McNally,  J. Alanson|172.tif|Conservation:  grainy reproduction of a photo|b&w:  9.5" x 6"|UA PC-16 NO-12|1927-1928|172
FOOTBALL - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|UNB band and students in Sackville for UNB-Mt. Allison football game.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|None|190.tif|Conservation:  lower left corner torn, right edge faded|b&w:  4" x 2.5"|UA PC-16 NO-99(1)|1914|190
FOOTBALL - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Bottom Row (left to right):   Unidentified, Brigadier Michael Wardell, Unidentified, Lord Beaverbrook, Pete Kelly, Dr. Colin B. Mackay, Unidentified<P>$Handwritten on reverse:  "Football game in the 1950s."  $Prior to 1949 the term "football" at UNB referred to English style rugby. Post 1949, the term "football" designated North American style football.|Wardell,  Michael$Beaverbrook,  Lord$Kelly,  Pete$Mackay,  Colin B.|261.tif|Conservation:  edges slightly stained and torn|b&w:  8" x 10"|UA PC-7 NO-6a|n.d.|261
FOOTBALL - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Johnny Vey (Coach), Bun McLenahan, Vern Copp, Sid Walls, Larry Carey, A.Freeman Mackenzie, Bill Crowley, Art Cooper, B.D. Wade, Doug Forsythe, Brian Hanson<P>$Front Row (left to right):  Jim Domville, Hugh Church, Shutz Miller, Ed Bastedo, Bill Donald, Norman George Kennedy, Ray Leech<P>$Insets:  Allan Neil, Jack Goss, and Tom Ballantyne<P>$This photo appears with complete identification in the 1948 "Up the Hill" yearbook.  Junior Varsity football.  Shown with football.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.$|Vey,  Johnny$McLenahan,  Bun$Copp,  Vern$Walls,  Sid$Carey,  Larry$Mackenzie,  A. Freeman$Crowley,  Bill$Cooper,  Art$Wade,  B.D.$Forsythe,  Doug$Hanson,  Brian$Domville,  Jim$Church,  Hugh$Miller,  Shutz$Bastedo,  Ed$Donald,  Bill$Kennedy,  Norman George$Leech,  Ray$Neil,  Allan$Goss,  Jack$Ballantyne,  Tom|354.tif|Conservation:  inset photos are detached from larger photo|b&w: 8" x 5"|Shelf A - Sports Yearbook 1948 Envelope|1948|354
FOOTBALL - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Johnny Vey (Coach), John King, Cyril Spear, Paul Keleher, Ken Fulton, Caul Laurier, Art Plummer, Ross Kellie, Bun McLenahan, Bob MacDiarmid (Mgr.) <P>$Front Row (left to right):  George Jardine, Ross Sheppard, Frederick, Burp. Dunphy, Bob Weir, Jack Grant, Len Wade <P>$This photo appears with complete identification in the 1948 "Up the Hill" yearbook.  Senior Varsity football.  Shown with football.  Prior to 1949 the term "football" at UNB referred to English style rugby.  Post 1949, the term "football" designated North American style football.|Vey,  Johnny$King,  John$Spear,  Cyril$Keleher,  Paul$Fulton,  Ken$Laurier,  Carl$Plummer,  Art$Kellie,  Ross$McLenahan,  Bun$MacDiarmid,  Bob$Jardine,  George$Sheppard,  Ross$Dunphy,  Frederick,  Burp.$Weir,  Bob$Grant,  Jack$Wade,  Len|357.tif||b&w:  8" x 5"|Shelf A - Sports Yearbook 1948 Envelope|1948|357
FOOTBALL - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  H. Douglas Woods, W. Donald G. Stratton, Donald P. Douglass, Lawrence E. Dalzell, Carleton R. Slipp (Mgr.), C.B. Burden (Coach), Frederick G.C. Pearson, Alfred F. Wightman, John A. MacMurray, Edward B. Goodspeed (Vice Capt.) <P>$Middle Row (left to right):  Donald A. Adams, Stewart LeB. Bull, James A. Trites, Jack A. Fowler, John D. Babbitt (Capt.), J. Richards Petrie, R.H. Chestnut, D.M. Burns, Glendon C.C. Elgee, J. Alanson McNally <P>$Front Row (left to right):  Orlo E. Keene, William D. Richards, G. Arthur Lockhart <P>$Absent from photo:  S.R. Trites <P>$Identification includes name of player's position.  Shown with football with "'28" and MacTier Trophy.  Prior to 1949 the term "football" at UNB referred to English style rugby. Post 1949, the term "football" designated North American style football.|Woods,  H. Douglas$Stratton,  W. Donald G.$Douglass,  Donald P.$Dalzell,  Lawrence E.$Slipp,  Carleton R.$Burden,  C.B.$Pearson,  Frederick G.C.$Wightman,  Alfred F.$MacMurray,  John A.$Goodspeed,  Edward B.$Adams,  Donald A.$Bull,  Stewart LeB.$Trites,  James A.$Fowler,  Jack A.$Babbitt,  John D.$Petrie,  J. Richards$Chestnut,  R.H.$Burns,  D.M.$Elgee,  Glendon C.C.$McNally,  J. Alanson$Keene,  Orlo E.$Richards,  William D.$Lockhart,  G. Arthur|368.tif|Conservation:  stains and writing on matte$Matted:  20" x 16"|b&w:  14" x 9"|Shelf B PR-6|1928-1929|368
