Title_alternate|Contributor_1_name|Contributor_1_type|Contributor_1_role|Contributor_2_name|Contributor_2_type|Contributor_2_role|Contributor_3_name|Contributor_3_type|Contributor_3_role|Description|Subject|ETC_fileName|ETC_Note|Dimensions|Source|Coverage_periodName|ETC_AltId
SWIMMING - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Amby Legere (Coach), A. Gregg, Dave Sanger, Barry Miller, Pete Nicholas, Tom  Stephenson, Nick Teller, Ron Pearsall (Mgr.)<P>$Middle Row (left to right):  Roy McEwen, Dave Graham, Jeff Starr (Capt.), Darrel Davis, Errol MacKenzie, Brian Arthur<P>$Front Row (left to right):  Don Coles, Paul Courtice, I. Matheson, Ron Day, Jim Atherton, Doug Paton<P>$"Maritime Intercollegiate & Open Champions 1957."  Posed at poolside. Shown with trophy.|Legere,  Amby$Gregg,  A.$Sanger,  Dave$Miller,  Barry$Nicholas,  Pete$Stephenson,  Tom$Teller,  Nick$Pearsall,  Ron$McEwen,  Roy$Graham,  Dave$Starr,  Jeff$Davis,  Darrel$MacKenzie,  Errol$Arthur,  Brian$Coles,  Don$Courtice,  Paul$Matheson,  I.$Day,  Ron$Atherton,  Jim$Paton,  Doug|64.tif|Matted:  13.5" x 12"$|b&w:  9.5" x 7.5"|PE 64|1957|64
SWIMMING - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Rob MacAndrew, Errol MacKenzie, Barry Yoell, Roger Cattley, Dave Graham, Ron Day, Mike Kingsmill, Ken Maxwell<P>$Front Row (left to right):  Ron Pearsall (Mgr.), Doug Paton, Rick Thompson, Nick Teller, Barry Miller, Joe Karwick, Wayne Barry, Dave Sanger, Albert Bene, Brian Arthur, Jeff Starr, L.J. Amby Legere (Coach)<P>$"M.I.A.U. & Open Swimming Champions - 1958."  Posed at poolside.$|MacAndrew,  Rob$MacKenzie,  Errol$Yoell,  Barry$Cattley,  Roger$Graham,  Dave$Day,  Ron$Kingsmill,  Mike$Maxwell,  Ken$Pearsall,  Ron$Paton,  Doug$Thompson,  Rick$Teller,  Nick$Miller,  Barry$Karwick,  Joe$Barry,  Wayne$Sanger,  Dave$Bene,  Albert$Arthur,  Brian$Starr,  Jeff$Legere,  L.J. Legere|66.tif|Matted:  13.5" x 12"|b&w:  9.5" x 7.5"|PE 66|1958|66
SWIMMING - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right): Rick Thompson (Diving Coach), Steve Jones, Albert Bene, Dave Sanger (Capt.), Wayne Barry, Keith Cameron, Dave Graham, Amby Legere (Coach)<P>$Front Row (left to right): Doug Paton (Asst. Mgr.), Douglas Milton, George Shaw, Herb Mitton, [unidentified]<P>$Copy 1 identifies all but one team member.  Copy 2 has no identification.  "Maritime Intercollegiate & Open Champs - 1959".$|Thompson,  Rick$Jones,  Steve$Bene,  Albert$Sanger,  Dave$Barry,  Wayne$Cameron,  Keith$Graham,  Dave$Legere,  Amby$Paton,  Doug$Milton,  Douglas$Shaw,  George$Mitton,  Herb|67.tif|Number of Copies:  2$Conservation:  Copy 1: matte slightly stained.  Copy 2: upper and lower right corners torn$Matted:  Copy 1: 13.5" x 12"$|b&w:  Copy 1:  9.5" x 7.5";  Copy 2: 7.5" x 5"|Copy 1:  PE 67-1; Copy 2:  PE 67-2|1959|67
SWIMMING - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Amby Legere (Coach), Steve Jones, Bob Sinclair, Paul Brodie, Charlie Sullivan, Charlie Daughney, Herb Mitton, Jim Hayden (Asst. Mgr.), Keith Thompson, Fred Smith (Mgr.) <P>$Front Row (left to right):  Gerry Shaw, Mike Loach, Wayne Barry (Capt.), Phil MacDonald <P>$"M.I.A.U. & Open Swimming Champions - 1960."  Posed at poolside. These are the same individuals as in PE 70, in a slightly different pose.  This photo appears with complete identification in the 1960 "Up the Hill" yearbook.|Legere,  Amby$Jones,  Steve$Sinclair,  Bob$Brodie,  Paul$Sullivan,  Charlie$Daughney,  Charlie$Mitton,  Herb$Hayden,  Jim$Thompson,  Keith$Smith,  Fred$Shaw,  Gerry$Loach,  Mike$Barry,  Wayne$MacDonald,  Phil|69.tif|Conservation:  several very small abrasions$Matted:  13.5" x 12"$|b&w:  9.5" x 7.5"|PE 69|1960|69
SWIMMING - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Amby Legere, Steve Jones, Bob Sinclair, Paul Brodie, Charlie Sullivan, Charlie Daughney, Herb Mitton, Jim Hayden, Keith Thompson, Fred Smith <P>$Front Row (left to right):  Gerry Shaw, Mike Loach, Wayne Barry , Phil MacDonald <P>$This is a slightly different pose of photo PE 69.  The same individuals are posed in the same order, at poolside.  A similar photo appears with complete identification in the 1960 "Up the Hill" yearbook.|Legere,  Amby$Jones,  Steve$Sinclair,  Bob$Brodie,  Paul$Sullivan,  Charlie$Daughney,  Charlie$Mitton,  Herb$Hayden,  Jim$Thompson,  Keith$Smith,  Fred$Shaw,  Gerry$Loach,  Mike$Barry,  Wayne$MacDonald,  Phil |70.tif|Conservation:  upper and lower right corners torn$|b&w:  4" x 3"|PE 70|1960|70
SWIMMING - Men|Harvey Studios|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Brian Barry, George Pentland, Preston Thom, John Champ, John Thompson, Chris Robb <P>$Seated (left to right):  David Snasdale-Taylor, Charlie Colpitts, Jerry Totten, Mike Hutchins, Ken Michaud, Bob Jack, Pete Fillmore <P>$Posed at poolside.  This photo appears with complete identification in the 1965 "Up the Hill" yearbook.|Barry,  Brian$Pentland,  George$Thom,  Preston$Champ,  John$Thompson,  John$Robb,  Chris$Snasdale-Taylor,  David$Colpitts,  Charlie$Totten,  Jerry$Hutchins,  Mike$Michaud,  Ken$Jack,  Bob$Fillmore,  Pete|72.tif||b&w:  10" x 8"|PE 72|1964-1965|72
SWIMMING - Men|Harvey Studios|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Dick Pickering, George, Robert Pentland, Brian Mosher, John Champ, Don Sawyer, Amby Legere (Coach), Steve Mosher, Chris Robb, Mario Galanti, Bruce McDonald, Dave Parker <P>$Front Row (left to right):  Preston Thom, Mike Hutchins, Bruce Stroud, Bob Jack, Dave Wagonner, Charles Colpitts, Pete Fillmore, Jerry Totten <P>$Identification is handwritten on separate card in same location.  This photo appears with complete identification in the 1964 "Up the Hill" yearbook.|Pickering,  Dick$Pentland,  George,  Robert$Mosher,  Brian$Champ,  John$Sawyer,  Don$Legere,  Amby$Mosher,  Steve$Robb,  Chris$Galanti,  Mario$McDonald,  Bruce$Parker,  Dave$Thom,  Preston$Hutchens,  Mike$Stroud,  Bruce$Jack,  Bob$Wagonner,  Dave$Colpitts,  Charles$Fillmore,  Pete$Totten,  Jerry|73.tif|Conservation:  lower left corner torn, rust stain from staple|b&w:  10" x 8"|PE 73|1964|73
SWIMMING - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Posed at poolside.|None|279.tif|Conservation:  slight scratches|b&w:  6" x 4"|UA PC-7 NO-19(b)|n.d.|279
SWIMMING - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Back row, far right:  Amby Legere (Coach)|Legere,  Amby|280.tif|Conservation:  slight abrasions|b&w:  10" x 8"|UA PC-7 NO-19(c)|n.d.|280
SWIMMING - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Earl G., "Si" Oldham, F. Carl Dooley, Howard A. Beer, Ralph St. John Freeze (Mgr.), Donald Ross, Arthur C. Freeze, Vincent J. Sadovsky <P>$Front Row (left to right):  Lynwood M. Christmas, Bruce S. Wright, Bud Drury, James B. Lunam, A. Gorman <P>$Identification includes abbreviation of swimmer's event(s). Photo pasted on scrapbook page with newspaper clippings.  Posed at poolside.  This photo appears in the 1933 "Up the Hill" yearbook.|Oldham,  Earl G.,  "Si"$Dooley,  F. Carl$Beer,  Howard A.$Freeze,  Ralph St. John$Ross,  Donald$Freeze,  Arthur C.$Sadovsky,  Vincent J.$Christmas,  Lynwood M.$Wright,  Bruce S.$Drury,  Bud$Lunam,  James B.$Gorman,  A.|370.tif|Conservation:  warped and discoloured|b&w:  8" x 8.5"|UA RG 307 Box 3 File 27|1932-1933|370
SWIMMING - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  George W. McElman, Norman N. MacLeod, Vincent J. Sadovsky, H. McLean (Mgr.), J. Andrew Likely, Bruce S. Wright (Capt.), Ernest B. Vandine <P>$Absent from photo:  Charles W.D. Scotcher and A. Grant Glennie <P>$Posed at poolside.  This photo was moved from UA RG 307 Box 3 File 27 to the Phys Ed collection.|McElman,  George W.$MacLeod,  Norman N.$Sadovsky,  Vincent J.$McLean,  H.$Likely,  J. Andrew$Wright,  Bruce S.$Vandine,  Ernest B.|371.tif|Conservation:  several abrasions on photo; matte stained, discoloured, and warped$Matted:  14" x 11.5"|b&w:  9" x 7.5"|PE 172|1933-1934|371
SWIMMING - Women|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  Shirley Hitchen (Co-Capt.), Mary Lynn Rose, Mary Jo Elson (Co-Capt.), Roberta Selig, Diana$Drew, Jane Bennett, Pam McCready, Pauline Saunders<P>$Absent from photo:  Amby Legere (Coach)<P>$"Maritime Open Swimming Champions 1954".|Hitchen,  Shirley$Rose,  Mary Lynn$Elson,  Mary Jo$Selig,  Roberta$Drew,  Diana$Bennett,  Jane$McCready,  Pam$Saunders,  Pauline|59.tif|Matted:  13.5" x 12"|b&w:  9.5" x 7.5"|PE 59|1954|59
SWIMMING - Women|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  Mary Lyn Rose, Pauline Saunders, Pam McCready, Shirley Hitchen (Co-Capt.), Mary Jo Elson (Co-Capt.)<P>$Absent from photo:  Peggy Jones, Amby Legere (Coach)<P>$"Maritime Open Swimming Champions 1955."  Posed at poolside.|Rose,  Mary Lynn$Saunders,  Pauline$McCready,  Pam$Hitchen,  Shirley$Elson,  Mary Jo$|60.tif|Matted:  13.5" x 12"|b&w:  9.5" x 7.5"|PE 60|1955|60
SWIMMING - Women|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  Peggy Jones (Mgr.), Mary Jo Elson, Arlene Stewart, Eleanor Hoyt, Barbara Pepperdene, Shirley$Hitchen, Margaret Corey, Ann Vickery, Pam McCready, Janet MacLellan, Mary Lynn Rose <P>$Absent from photo:  Amby Legere (Coach)<P>$"Maritime Intercollegiate & Open Champions 1956."  Posed at poolside.|Jones,  Peggy$Elson,  Mary Jo$Stewart,  Arlene$Hoyt,  Eleanor$Pepperdene,  Barbara$Hitchen,  Shirley$Corey,  Margaret$Vickery,  Ann$McCready,  Pam$MacLellan,  Janet$Rose,  Mary Lynn|62.tif|Matted:  13.5" x 12"|b&w:  9.5" x 7.5"|PE 62|1956|62
SWIMMING - Women|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Mary Jo Elson, Barbara Pepperdene, Ann Vickery, Ann McCready<P>$Front Row (left to right):  Janet MacNair, Pam McCready (Capt.), Jackie Liddell.<P>$"Maritime Intercollegiate & Open Champions 1957."  Posed at poolside. Shown with trophy.|Elson,  Mary Jo$Pepperdene,  Barbara$Vickery,  Ann$McCready,  Ann$MacNair,  Janet$McCready,  Pam$Liddell,  Jackie|63.tif|Matted:  13.5" x 12"$|b&w:  9.5" x 7.5"|PE 63|1957|63
SWIMMING - Women|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  Doady Armstrong, Freddie Critchley, Anne McCready, Joan Kitchen, Eleanor Hoyt, Barb Pepperdine, Ann Vickery (Mgr.), Janet MacNair, Sandra Kilburn<P>$"M.W.I.A.U. Swimming Champions - 1958."  Posed at poolside.|Armstrong,  Doady$Critchley,  Freddie$McCready,  Anne$Kitchen,  Joan$Hoyt,  Eleanor$Pepperdine,  Barb$Vickery,  Ann$MacNair,  Janet$Kilburn,  Sandra|65.tif|Matted:  13.5" x 12.5"$|b&w:  9.5" x 7.5"|PE 65|1958|65
SWIMMING - Women|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  Judy Etter, Marilyn French, Barbara Pepperdene (Capt.), Winnie MacPherson, Ursula Rodsewicz,$Martha Saunders, Anne Vickery (Mgr.), Georgina Elton, Sandy Kilburn<P>$Posed at poolside.$|Etter,  Judy$French,  Marilyn$Pepperdene,  Barbara$MacPherson,  Winnie$Rodsewicz,  Ursula$Saunders,  Martha$Vickery,  Anne$Elton,  Georgina$Kilburn,  Sandy|68.tif|Conservation:  several slight tears and cracks$|b&w:  14" x 9"|PE 68|1959|68
SWIMMING - Women|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  Heather Worsley, Ann Selig, Sandy Kilburn (Capt.), Marliene Cruikshank (Mgr.), Janet Campbell, Georgina Elton, Carolyne Stewart <P>$"M.W.I.A.U. Champions - 1960."  Posed on diving board.  This photo appears with complete identification in the 1960 "Up the Hill" yearbook.|Worsley,  Heather$Selig,  Ann$Kilburn,  Sandy$Cruikshank,  Marlienne$Campbell,  Janet$Elton,  Georgina$Stewart,  Carolyne|71.tif|Matted:  13.5" x 12"$|b&w:  9.5" x 7.5"|PE 71|1960|71
SWIMMING - Women|Harvey Studios|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Front Row (left to right):  Helen Connor, Heather Spence, Janet Skelton, Judy Ritchie, Pat Hanson, Lynn Bussey, Joan Dickison <P>$Back Row (left to right):  George Pentland, Liz McNab, Rosey Harper, Cathy Glover, Andrea Campbell, Judy Able, Helen Sinclair, Carol Scarborough, Peggy Robinson, Janet Eastwood, Margaret Cameron, Sue Kinnear, Amby Legere (Coach) <P>$Posed at poolside.  This photo appears with complete identification in the 1965 "Up the Hill" yearbook.|Pentland,  George$McNab,  Liz$Harper,  Rosey$Glover,  Cathy$Campbell,  Andrea$Able,  Judy$Sinclair,  Helen$Scarborough,  Carol$Robinson,  Peggy$Eastwood,  Janet$Cameron,  Margaret$Kinnear,  Sue$Legere,  Amby$Connor,  Helen$Spence,  Heather$Skelton,  Janet$Ritchie,  Judy$Hanson,  Pat$Bussey,  Lynn$Dickison,  Joan|74.tif||b&w:  10" x 8"|PE 74|1964-1965|74
SWIMMING - Women||NULL|illustrator||NULL|illustrator||NULL|illustrator|Posed at poolside.|None|278.tif|Conservation:  slight stains and abrasions|b&w:  6" x 4"|UA PC-7 NO-19(a)|n.d.|278
SWIMMING - Women|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  Mrs. Enid Blakeney, Audrey Gillies, Jackie Haines, Alice Lou MacKay, Nina Gibson, Eleanor Barker, Mrs. Bruno Seppala, Pat McGibbon <P>$This photo appears with complete identification in the 1948 "Up the Hill" yearbook.  Posed at poolside.|Blakeney,  Mrs. Enid$Gillies,  Audrey$Haines,  Jackie$MacKay,  Alice Lou$Gibson,  Nina$Barker,  Eleanor$Seppala,  Mrs. Bruno$McGibbon,  Pat|355.tif||b&w:  8" x 5"|Shelf A - Sports Yearbook 1948 Envelope|1948|355
TENNIS - Coed|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Lee D'Arcy and J.W. Glenn Scott <P>$Front Row (left to right):  Richard B., Harry Cochrane, Audrey Gillies, Mary Faith Baxter, Jim Gibson <P>$This photo appears with complete identification in the 1948 "Up the Hill" yearbook.  Shown with tennis racquets.|D'Arcy,  Lee$Scott,  J.W. Glenn$Cochrane,  Richard B.,  Harry$Gillies,  Audrey$Baxter,  Mary Faith$Gibson,  Jim|346.tif||b&w:  5" x 4"|Shelf A - Sports Yearbook 1948 Envelope|1948|346
TRACK AND FIELD - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Left to right:  Howie Ryan (Coach), Frank Dohaney, John C. McNair, Robert F. Coffin, James F. Ross <P>$Discus and a pair of running shoes with spikes in foreground.|Ryan,  Howie$Dohaney,  Frank$McNair,  John C.$Coffin,  Robert F.$Ross,  James F.|11.tif|Conservation:  slightly stained$Framed:  10.5" x 8.5"|b&w:  10" x 8"|PE 11|1943|11
TRACK AND FIELD - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Back Row (left to right):  J. Blackmer (Mgr.), Ralph Hale, Paul Aird, William S. Donald, Richard M. Gale, Bruce L. Campbell, Paul Keleher <P>$Front Row (left to right):  Gerald Burn Boulton, David Gwyn Benson, John King, Barry King, Andrew John Manson, S. Miller <P> $"Maritime Intercollegiate Track Champions."  Trophies and javelins in foreground.  This photo appears with complete identification in the 1949 "Up the Hill" yearbook.|Blackmer,  J.$Hale,  Ralph$Aird,  Paul$Donald,  William S.$Gale,  Richard M.$Campbell,  Bruce L.$Keleher,  Paul$Boulton,  Gerald Burn$Benson,  David Gwyn$King,  John$King,  Barry$Manson,  Andrew John$Miller,  S.|12.tif|Conservation:  photo is warped$Glass:  yes$Framed:  12.5" x 10"|b&w:  12" x 9.5"|PE 12|1948-1949|12
TRACK AND FIELD - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Howie R. Ryan (Coach), Frank Dohaney, J. Barry King, C. Dave Stothart, John K. King, Raymond H. Leech, Arthur S. Demers <P>$Front Row (left ot right):  Dave O. Worthen and Robert F. Weir <P>$"Fall 1946."  Javelins, shotput, hammer, discus, batons, and running shoes in foreground.|Ryan,  Howie R.$Dohaney,  Frank$King,  J. Barry$Stothart,  C. Dave$King,  John K.$Leech,  Raymond H.$Demers,  Arthur S.$Worthen,  Dave O.$Weir,  Robert F.|13.tif|Conservation:  slightly stained$Matted:  12" x 10"|b&w:  10" x 7"|PE 13|1946|13
TRACK AND FIELD - Men|Harvey Studio|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back row (left to right):  Donald A. MacDonald ('14), Clarence E. Maimann ('15) <P>$Middle row (left to right):  George P. Melrose ('14), P.L. Kuhring ('13) (Capt.), Harold B. Murray ('13)(Mgr.) <P>$Front row (left to right): R.K. Shives ('13), Cortland D. Otty ('15) <P>$Absent: M.F. Howe <P>$Identification includes year of graduation. Team members wearing running shoes with spikes.|MacDonald,  Donald A.$Maimann,  Clarence E.$Melrose,  George P.$Kuhring,  P.L.$Murray,  Harrold B.$Shives,  R.K.$Otty,  Cortland D.|15.tif|Conservation:  photo yellowed and faded$Glass:  yes$Framed:  13.5" x 15.5"|b&w:  8" x 10"|PE 15|1912|15
TRACK AND FIELD - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Left to right:  Howie R. Ryan (Coach), Stanley T. Spicer, John C. McNair, David O. Worthen, John B.M. Baxter, Frank C. Dohaney|Ryan,  Howie R.$Spicer,  Stanley T.$McNair,  John C.$Worthen,  David O.$Baxter,  John B.M.$Dohaney,  Frank C.|17.tif|Glass:  yes$Framed:  7" x 5"|b&w:  6.5" x 4.5"|PE 17|1944|17
TRACK AND FIELD - Men|Cote, Laura|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  John C. McNair, T. Edward R. Mitton, James J.E. Dosne, Colin G. Ramsey, Howie Ryan (Coach) <P>$Front Row (left to right):  Donald E. Elgee, Reno J. Cyr, Robert H.B. McLaughlin, Robert F. Coffin, Stanley T. Spicer <P>$"Winners of Invitation Inter-Service Meet."  Javelins, shotput, hammer, and discus in foreground.|McNair,  John C.$Mitton,  T. Edward R.$Dosne,  James J.E.$Ramsey,  Colin G.$Ryan,  Howie$Elgee,  Donald E.$Cyr,  Reno J.$MacLaughlin,  Robert H.B.$Coffin,  Robert F.$Spicer,  Stanley T.|18.tif|Glass:  yes$Framed:  10.5" x 8.5"|b&w:  10" x 8"|PE 18|1942|18
TRACK AND FIELD - Men|Harvey Studio|CorporateName|Photographer|Cote, Laura|PersonalName|photographer||NULL|illustrator|Back Row (left to right):  Walter K. Willis, John B. McNair, Joseph C. Dever <P>$Front Row (left to right):  Henry G. Deedes, Isaac C. Spicer, Alfred J. Brooks (Capt.), Clarence H. Lank, R. Fraser Armstrong <P>$Team members wearing spiked running shoes.|Willis,  Walter K.$McNair,  John B.$Dever,  Joseph C.$Deedes,  Henry G.$Spicer,  Isaac C.$Brooks,  Alfred J.$Lank,  Clarence H.$Armstrong,  R. Fraser|21.tif|Conservation:  stain in lower right corner. Puncture in upper left corner$Framed:  18.5" x 17"$|b&w:  9" x 7.5"|PE 21|1909|21
TRACK AND FIELD - Men|Harvey Studio|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  E.B. McLean and Henry S. Day <P>$Middle Row (left to right):  M.T. Wooster, E. Stanley Bridges, Kenneth A. Dunphy (Mgr.), Joseph P. Wood (Capt.), Alfred J. Brooks, G. Fred Baird <P>$Front Row (left to right):  John W. Curry and M.J. Rutledge <P>$Identification is partially covered by matte.  Intercollegiate Champions of Maritime Provinces in Track and Field Events for 1907."  Trophy in foreground, one team member wearing two medals.  Team members wearing spiked running shoes.|McLean,  E.B.$Day,  Henry S.$Wooster,  M.T.$Bridges,  E. Stanley$Dunphy,  Kenneth A.$Wood,  Joseph P.$Brooks,  Alfred J.$Baird,  G. Fred$Curry,  John W.$Rutledge,  M.J.|22.tif|Glass:  yes$Framed:  18.5" x 16.5"|b&w:  10" x 8"|PE 22|1907|22
TRACK AND FIELD - Men||NULL|illustrator||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Ralph Hale, Tom Shaw, Buck Boby, Dick Gale, M.C. Miller, John Glass, Wally Bridcut (Mgr.) <P>$Front Row (left to right):  Alan Neill, John King, Barry King, Paul Collins <P>$Absent from photo:  Dave Benson and John Manson <P>$"Maritime Intercollegiate Track Champions."  This photo appears with complete identification in the 1950 "Up the Hill" yearbook.|Hale,  Ralph$Shaw,  Tom$Boby,  Buck$Gale,  Dick$Miller,  M.C.$Glass,  John$Bridcut,  Wally$Neill,  Alan$King,  John$King,  Barry$Collins,  Paul|94.tif|Matted:  12" x 10"|b&w:  9" x 7"|PE 94|1949-1950|94
TRACK AND FIELD - Men|C.E. McLean|CorporateName|Photographer|Cote, Laura|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  G.S. Grimmer, C. Robinson, Alfred J. Brooks (Mgr.), Robert F. Eastman, P.H. Kuhring <P>$Middle Row (left to right):  Isaac C. Spicer, K. Johnston, R. Fraser Armstrong, (Capt.), Henry G. Deedes, Clarence H. Lank <P>$Front Row (left to right):  H.W. Binney, Joseph C. Dever <P>$Team members are wearing spiked running shoes.|Grimmer,  G.S.$Robinson,  C.$Brooks,  Alfred J.$Eastman,  Robert F.$Kuhring,  P.H.$Spicer,  Isaac C.$Johnston,  K.$Armstrong,  R. Fraser$Deedes,  Henry G.$Lank,  Clarence H.$Binney,  H.W.$Dever,  Joseph C.|117.tif|Number of Copies:  2$Conservation:  Both copies: several slight abrasions on photo, matte stained$Glass:  Copy 2: yes$Framed:  Copy 2: 14" x 12"$Matted:  Copy 1: 14" x 12"|b&w:  Copy 1: 10" x 8"; Copy 2: 9.5" x 7.5"|Copy 1: PE 117; Copy 2: Shelf B|1910|117
TRACK AND FIELD - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  E.R. Erskine Carter (Mgr.), Douglas B. Simpson, John C. McNair, and Arnold L. McAllister <P>$Front Row (left to right):  James R. Ayer, Ralph A. Lockhart, James J.E. Dosne <P>$Team members wearing spiked running shoes.|Carter,  E.R. Erskine$Simpson,  Douglas B.$McNair,  John C.$McAllister,  Arnold L.$Ayer,  James R.$Lockhart,  Ralph A.$Dosne,  James J.E.|133.tif|Conservation:  several abrasions on photo, matte stained$Matted:  13.5" x 12"|b&w:  9.5" x 7.5"|PE 133|1941|133
TRACK AND FIELD - Men|Harvey|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  G.H. Maxon (Mgr.) <P>$Middle Row (left to right):  A.H. Barker, F.C. Squires (Capt.), A.W. Thorne <P>$Front Row (left to right):  R.A. Malloy and H.G. Smith <P>$"Intercollegiate Champions of Maritime Provinces in Track and Field Events for 1905."  Trophy in foreground.  Team members wearing spiked running shoes.|Maxon,  G.H.$Barker,  A.H.$Squires,  F.C.$Thorne,  A.W.$Malloy,  R.A.$Smith,  H.G.|147.tif|Glass:  yes$Framed:  17.5" x 19.5"|b&w:  7.5" x 9.5"|PE 147|1905|147
TRACK AND FIELD - Men|Harvey|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  J. Hugh McLean, J. McD. Gilchrist (Mgr.), R. Fraser Armstrong, J.L. Brooks <P>$Middle Row (left to right):  Henry G. Deedes, G. Fred Baird, E. Stanley Bridges (Capt.), M.J. Rutledge, Isaac C. Spicer <P>$Front Row (left to right):  Joseph C. Dever and Allain J. Landry <P>$Some team members wearing spiked running shoes.|McLean,  J. Hugh$Gilchrist,  J. McD.$Armstrong,  R. Fraser$Brooks,  J.L.$Deedes,  Henry G.$Baird,  G. Fred$Bridges,  E. Stanley$Rutledge,  M.J.$Spicer,  Isaac C.$Dever,  Joseph C.$Landry,  Allain J.|161.tif|Conservation:  photo slightly scratched and stained.  Matte stained and faded.$Glass:  yes$Framed:  18.5" x 15.5"|b&w:  9.5" x 7.5"|PE 161|1908|161
TRACK AND FIELD - Men|C.E. McLean|CorporateName|Photographer|Brown, Tanya|PersonalName|scanner||NULL|illustrator|Back Row (left to right):  Robert F. Eastman, George P. Melrose <P>$Middle Row (left to right):  Unknown, Unknown, Henry G. Deedes, Walter K. Willis <P>$Front Row (left to right):  P.L. Kuhring, Unknown, H.W. Binney <P>$Shown wearing spiked running shoes.  One man's name handwritten on reverse.|Eastman,  Robert F.$Melrose,  George P.$Kuhring,  P.L.$Binney,  H.W.$Deedes,  Henry G.$Willis,  Walter K.|364.tif|Conservation:  photo and matte are faded and stained$Matted:  14" x 12"|b&w:  9.5" x 8"|Shelf B|1911|364
TRACK AND FIELD - Men|Brown, Tanya|PersonalName|scanner||NULL|illustrator||NULL|illustrator|Back Row (left to right):  Isaac C. Spicer, Clarence H. Lank<P>$Front Row (left to right):  Henry G. Deedes, Walter K. Willis, R. Fraser Armstrong, John B. McNair, Joseph C. Dever, Alfred J. Brooks<P>$This photo is actually a postcard sent to Mrs. Charles Lank from her son, Clarence Lank (a team member).  It is postmarked Fredericton Dec 10, 1909.  Handwritten on front "Track Team, Intercollegiate Meet, Moncton, N.B. '09."  Players are dressed in uniform and shown with a water pitcher in foreground.|Spicer,  Isaac C.$Lank,  Clarence H.$Deedes,  Henry G.$Willis,  Walter K.$Armstrong,  R. Fraser$McNair,  John B.$Dever,  Joseph C.$Brooks,  Alfred J.|424.tif||b&w:  5.5" x 3.5"|PE 181|1909|424
